Primary Captain District,Precinct,Voters,Nearest VSPC,Distance to Nearest VSPC (mi.),Assigned VSPC,Distance to Assigned VSPC (mi.),Distance Difference (mi.),Reassigned,Voters Assigned,Precincts Assigned,Address,City,State,Zip,Precinct Map URL
17,547,1164,Pickens Technical College,0.51,Pickens Technical College,0.51,0.0,False,3251,3,500 Airport Blvd Bldg E,Aurora,CO,80011,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_547.pdf
16,548,462,Aurora Public Schools Professional Learning & Conference Center,1.24,Aurora Public Schools Professional Learning & Conference Center,1.24,0.0,False,3651,4,15771 E 1st Ave,Aurora,CO,80011,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_548.pdf
17,549,538,Pickens Technical College,0.95,Pickens Technical College,0.95,0.0,False,3251,3,500 Airport Blvd Bldg E,Aurora,CO,80011,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_549.pdf
17,550,83,Beck Recreation Center,0.84,Beck Recreation Center,0.84,0.0,False,1001,2,800 Telluride St,Aurora,CO,80011,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_550.pdf
17,551,918,Beck Recreation Center,1.94,Beck Recreation Center,1.94,0.0,False,1001,2,800 Telluride St,Aurora,CO,80011,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_551.pdf
17,552,1079,Community College of Aurora CentreTech Campus,1.39,Community College of Aurora CentreTech Campus,1.39,0.0,False,4215,4,16000 E CentreTech Pkwy,Aurora,CO,80011,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_552.pdf
17,553,1411,Community College of Aurora CentreTech Campus,1.75,Community College of Aurora CentreTech Campus,1.75,0.0,False,4215,4,16000 E CentreTech Pkwy,Aurora,CO,80011,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_553.pdf
22,554,1141,Central Recreation Center,1.81,City of Aurora Municipal Center,1.88,0.07,True,6133,6,15151 E Alameda Pkwy,Aurora,CO,80012,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_554.pdf
22,555,1020,Central Recreation Center,1.6,Central Recreation Center,1.6,0.0,False,15868,19,18150 E Vassar Pl,Aurora,CO,80013,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_555.pdf
17,556,1549,Central Recreation Center,1.35,Pickens Technical College,2.74,1.39,True,3251,3,500 Airport Blvd Bldg E,Aurora,CO,80011,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_556.pdf
17,557,1804,Central Recreation Center,1.67,Murphy Creek Golf Course,2.81,1.15,True,14073,9,1700 S. Old Tom Morris Rd.,Aurora,CO,80018,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_557.pdf
22,558,1073,Central Recreation Center,1.51,Central Recreation Center,1.51,0.0,False,15868,19,18150 E Vassar Pl,Aurora,CO,80013,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_558.pdf
22,559,880,Central Recreation Center,1.21,Central Recreation Center,1.21,0.0,False,15868,19,18150 E Vassar Pl,Aurora,CO,80013,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_559.pdf
22,560,508,Central Recreation Center,1.21,Central Recreation Center,1.21,0.0,False,15868,19,18150 E Vassar Pl,Aurora,CO,80013,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_560.pdf
18,561,1886,Vista PEAK,0.56,Vista PEAK,0.56,0.0,False,9026,6,24500 E. 6th Ave,Aurora,CO,80018,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_561.pdf
,562,1998,Murphy Creek Golf Course,0.48,Murphy Creek Golf Course,0.48,0.0,False,14073,9,1700 S. Old Tom Morris Rd.,Aurora,CO,80018,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_562.pdf
18,563,1924,Vista PEAK,0.62,Vista PEAK,0.62,0.0,False,9026,6,24500 E. 6th Ave,Aurora,CO,80018,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_563.pdf
22,564,792,Central Recreation Center,1.72,Central Recreation Center,1.72,0.0,False,15868,19,18150 E Vassar Pl,Aurora,CO,80013,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_564.pdf
